,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
0,0.288029900398274,0.209968794149078,0.148534321437983,0.999052636214949,0.950031298518149,0.469028299919692,0.968232300609782,0.16819061133222,0.713238906854007,0.246221612600053,0.329621070861445,0.0750086846248767,0.456126705548641,0.182011430277777,0.0,0.0,0.527830312944671,0.711429257703271,0.135685258226058,0.209624279407065,0.0856285496765499,0.198035077098315,0.731568812247156,0.554044276808187,0.0898684644228912,0.173310185054354,0.14976384786831,0.0739514621571212,0.10031408925047,0.100363424926604,0.180294117846614,0.207995274925801,0.0,0.0936907403697416,0.0913740377517663,0.0,0.0,0.250157228062329,0.283593828811286,0.0,0.0176384230435388,0.0475262453742689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0268355272154902,0.0,0.0589703099666386,0.312035696083961,0.0135601066396946,0.0664935193211037,0.0,0.077267919098959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.170222896340941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.564398587097973,0.0,0.0,0.114541501050217,0.00823472316255549,0.017954050080033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0113965104198452,0.0,0.0,0.134099429395079,0.0,0.0,0.0,0.0968555705822222,0.0,0.0522005862788973,0.0,0.0,0.0,0.526497209164367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0282494218040142,0.408338254399433,0.0455982179174403,0.628901431243284,0.0198002732527727,0.394188011860134,0.0,0.0263541100876518,0.0,0.0708853787246139,0.0,0.0,0.0,0.0,0.0,0.329235683606443,0.0377964926776722,0.0,0.0,0.0,0.0,0.0,0.108272291466922,0.0,0.0,0.0,0.0443821012071936,0.0,0.0,0.0,0.974993720600995,0.0,0.0,0.0272879239373897,0.00804275357786344,0.0341065093620811,0.0,0.0,0.00215364595768563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.579310243482264,0.00769042621993474,0.0,0.0,0.0185676250793596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.443883890539613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107496504156394,0.0,0.0,0.814762143214822,0.282152157215384,0.0,0.0177452448289247,0.015670339888184,0.0268650183980706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0115770754493141,0.0,0.0,0.240023240371845,0.00471930781314861,0.0719648357108375,0.0,0.0574366938061724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133538898326778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.787828281401546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.141305376300079,0.370316425047022,0.0,0.226169287499066,0.165313449697791,0.409309657247872,0.0816072812585098,0.0126777011960235,0.447255689301328,0.278134348362193,0.344274552974606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.536137106776412,0.0,0.0,0.018812308799712,0.0170156841943389,0.0173297868232022,0.0,0.0,0.0156330175032498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0111951909211527,0.0,0.0,0.0619665509722707,0.0,0.0757946753720722,0.0,0.194193435562126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.301395645098789,0.494907776854738,0.061728193585229,0.522685701909426,0.0236000436257238,0.468427420190696,0.0379422335624236,0.810758458090471,0.0,0.0533979412261035,0.0,0.0,0.0,0.0,0.619829592206895,0.812541455160744,0.0,0.0,0.467772689738007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.299849488737722,0.0,0.0,0.939016349771902,0.724281529017857,0.0,0.114512773630676,0.0253492287354424,0.0870172300731307,0.0,0.0,0.0173057388421584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0262520430564202,0.0
9,0.0,0.0,0.0,0.0270485695711456,0.0,0.0,0.28016483276887,0.0,0.0731276714000891,0.0,0.223094286200359,0.0,0.0359051116487112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.309402465026782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
